	kainoki_id	first_half	connective	second_half	arg1	arg2	classification_label	ASP	NEG	MOD	CNJ	FOC	QUE	IMP
10	203_aozora_Akutagawa-1921	すると 婆さん は 驚き でも する か と 思いの外 、 憎々しい 笑い声 を 洩らし	ながら	、 急 に 妙子 の 前 へ 突っ立ち まし た 。	*T* 憎々しい 笑い声 を 洩らし	、 急 に 妙子 の 前 へ 突っ立ち まし た 。	synchronous	0	0	0	0	0	0	0
11	224_aozora_Akutagawa-1921	が 、 忽ち 勇気 を とり直す と 、 片手 に ナイフ を 握り	ながら	、 片手 に 妙子 の 襟髪 を 掴ん で 、 ずるずる 手もと へ 引き寄せ まし た 。	片手 に ナイフ を 握り	、 片手 に 妙子 の 襟髪 を 掴ん で 、 *pro* ずるずる 手もと へ 引き寄せ まし た 。	synchronous	0	0	0	0	0	0	0
12	236_aozora_Akutagawa-1921	遠藤 は 殆ど 気違い の よう に 、 妙子 の 名前 を 呼びかけ	ながら	、 全身 の 力 を 肩 に 集め て 、 何 度 も 入口 の 戸 へ ぶつかり まし た 。	妙子 の 名前 を 呼びかけ	、 全身 の 力 を 肩 に 集め て 、 何 度 も 入口 の 戸 へ ぶつかり まし た 。	synchronous	0	0	0	0	0	0	0
13	268_aozora_Akutagawa-1921	妙子 は 遠藤 の 胸 に 凭れ	ながら	、 呟く よう に こう 言い まし た 。	遠藤 の 胸 に 凭れ	、 *pro* 呟く よう に *pro* こう 言い まし た 。	synchronous	0	0	0	0	0	0	0
14	282_aozora_Akutagawa-1921	妙子 は 遠藤 を 見上げ	ながら	、 美しい 眉 を ひそめ まし た 。	遠藤 を 見上げ	、 *T* 美しい 眉 を ひそめ まし た 。	synchronous	0	0	0	0	0	0	0
15	8_aozora_Akutagawa-1922	煽（あお）る よう に 車台 が 動い たり 、 土工 の 袢天（はんてん） の 裾（すそ） が ひらつい たり 、 細い 線路 が しなっ たり ―― 良平 は そんな けしき を 眺（なが）め	ながら	、 土工 に なり たい と 思う 事 が ある 。	そんな けしき を 眺（なが）め	、 *pro* 土工 に なり たい と 思う	synchronous	0	0	0	0	0	0	0
16	22_aozora_Akutagawa-1922	ごろり 、 ごろり 、 ―― トロッコ は そう云う 音 と共に 、 三 人 の 手 に 押さ れ	ながら	、 そろそろ 線路 を 登っ て 行っ た 。	三 人 の 手 に 押さ れ	、 そろそろ 線路 を 登っ て 行っ た 。	synchronous	0	0	0	0	0	0	0
17	46_aozora_Akutagawa-1922	その 後（のち） 十日 余り たっ て から 、 良平 は 又 たった 一人 、 午（ひる）過ぎ の 工事場 に 佇み	ながら	、 トロッコ の 来る の を 眺め て い た 。	午（ひる）過ぎ の 工事場 に 佇み	、 トロッコ の 来る の を 眺め て い た 。	synchronous	0	0	0	0	0	0	0
18	52_aozora_Akutagawa-1922	―― 彼 は そう 思い	ながら	、 トロッコ の 側（そば） へ 駈（か）け て 行っ た 。	そう 思い	、 トロッコ の 側（そば） へ 駈（か）け て 行っ た 。	synchronous	0	0	0	0	0	0	0
19	73_aozora_Akutagawa-1922	―― 良平 は そんな 事 を 考え	ながら	、 全身 で トロッコ を 押す よう に し た 。	そんな 事 を 考え	、 全身 で トロッコ を 押す よう に し た 。	synchronous	0	0	0	0	0	0	0
20	77_aozora_Akutagawa-1922	トロッコ は 三 人 が 乗り移る と同時に 、 蜜柑畑 の 匂（におい） を 煽（あお）り	ながら	、 ひた辷（すべ）り に 線路 を 走り 出し た 。	蜜柑畑 の 匂（におい） を 煽（あお）り	、 ひた辷（すべ）り に 線路 を 走り 出し た 。	synchronous	0	0	0	0	0	0	0
21	79_aozora_Akutagawa-1922	―― 良平 は 羽織 に 風 を 孕（はら）ま せ	ながら	、 当り前 の 事 を 考え た 。	羽織 に 風 を 孕（はら）ま せ	、 *T* 当り前 の 事 を 考え た 。	synchronous	0	0	0	0	0	0	0
22	89_aozora_Akutagawa-1922	車 は 海 を 右 に し	ながら	、 雑木 の 枝 の 下 を 走っ て 行っ た 。	海 を 右 に し	、 雑木 の 枝 の 下 を 走っ て 行っ た 。	synchronous	0	0	0	0	0	0	0
23	96_aozora_Akutagawa-1922	良平 は 独（ひと）り いらいら し	ながら	、 トロッコ の まわり を まわっ て 見 た 。	いらいら し	、 トロッコ の まわり を まわっ て 見 た 。	synchronous	0	0	0	0	0	0	0
24	103_aozora_Akutagawa-1922	三 人 は トロッコ を 押し	ながら	緩（ゆる）い 傾斜 を 登っ て 行っ た 。	トロッコ を 押し	*T* 緩（ゆる）い 傾斜 を 登っ て 行っ た 。	synchronous	0	0	0	0	0	0	0
25	106_aozora_Akutagawa-1922	土工たち が その 中 へ はいっ た 後（あと） 、 良平 は トロッコ に 腰 を かけ	ながら	、 帰る 事 ばかり 気にし て い た 。	トロッコ に 腰 を かけ	、 帰る 事 ばかり 気にし て い た 。	synchronous	0	0	0	0	0	0	0
26	111_aozora_Akutagawa-1922	ところが 土工たち は 出 て 来る と 、 車 の 上 の 枕木（まくらぎ） に 手 を かけ	ながら	、 無造作（むぞうさ） に 彼 に こう 云っ た 。	車 の 上 の 枕木（まくらぎ） に 手 を かけ	、 無造作（むぞうさ） に 彼 に こう 云っ た 。	synchronous	0	0	0	0	0	0	0
27	124_aozora_Akutagawa-1922	彼 は 左 に 海 を 感じ	ながら	、 急 な 坂路（さかみち） を 駈（か）け登っ た 。	左 に 海 を 感じ	、 *T* 急 な 坂路（さかみち） を 駈（か）け登っ た 。	synchronous	0	0	0	0	0	0	0
28	133_aozora_Akutagawa-1922	良平 は そう 思い	ながら	、 辷（すべ）っ て も つまずい て も 走っ て 行っ た 。	そう 思い	、 辷（すべ）っ て も つまずい て も 走っ て 行っ た 。	synchronous	0	0	0	0	0	0	0
29	142_aozora_Akutagawa-1922	殊（こと）に 母 は 何とか 云い	ながら	、 良平 の 体 を 抱（かか）える よう に し た 。	何とか 云い	、 良平 の 体 を 抱（かか）える よう に し た 。	synchronous	0	0	0	0	0	0	0
30	143_aozora_Akutagawa-1922	が 、 良平 は 手足 を もがき	ながら	、 啜（すす）り上げ啜り上げ 泣き 続け た 。	手足 を もがき	、 啜（すす）り上げ啜り上げ 泣き 続け た 。	synchronous	0	0	0	0	0	0	0
31	17_aozora_Andersen-1967-1	ピー 、 ピー 、 と 、 鳴き	ながら	、 卵 の きみ が 、 むくむく と 動き 出し て 、 かわいい 頭 を つき出し まし た 。	ピー 、 ピー 、 と 、 鳴き	、 卵 の きみ が 、 むくむく と 動き 出し て 、 *T* かわいい 頭 を つき出し まし た 。	synchronous	0	0	0	0	0	0	0
32	58_aozora_Andersen-1967-1	ピー 、 ピー 、 と 、 ひよこ が 鳴き	ながら	、 ころがり出 て き まし た 。	ピー 、 ピー 、 と 、 ひよこ が 鳴き	、 ころがり出 て き まし た 。	synchronous	0	0	0	0	0	0	0
33	91_aozora_Andersen-1967-1	「 いい かい 、 世の中 って 、 こんな もの な ん だ よ 」 と 、 アヒル の 子供たち の おかあさん は 、 言い	ながら	、 自分 も 、 くちばし を ピチャピチャ やり まし た 。	「 *exp* いい かい 、 世の中 って 、 こんな もの な ん だ よ 」 と 、 *T* アヒル の 子供たち の おかあさん は 、 言い	、 自分 も 、 くちばし を ピチャピチャ やり まし た 。	synchronous	0	0	0	0	0	0	0
34	112_aozora_Andersen-1967-1	ほか の アヒルたち が 、 まわり に 集まっ て き て 、 みんな を じろじろ ながめ	ながら	、 大きな 声 で 言い まし た 。	みんな を じろじろ ながめ	、 *pro* 大きな 声 で 言い まし た 。	synchronous	0	0	0	0	0	0	0
35	147_aozora_Andersen-1967-1	そして 、 のど を ゴロゴロ 鳴らし	ながら	、 顔 を まっか に し まし た 。	のど を ゴロゴロ 鳴らし	、 顔 を まっか に し まし た 。	synchronous	0	0	0	0	0	0	0
36	306_aozora_Andersen-1967-1	ハクチョウ の むれ は 、 ふしぎ な 声 を あげ	ながら	、 美しい 大きな つばさ を ひろげ て 、 寒い ところ から 暖かい 国 へ いこ う と 、 広い 広い 海 を めがけ て 、 とん で いく ところ でし た 。	*T* ふしぎ な 声 を あげ	、 *T* 美しい 大きな つばさ を ひろげ て	synchronous	0	0	0	0	0	0	0
37	340_aozora_Andersen-1967-1	おかみさん は 、 きんきん し た 声 で さけび	ながら	、 火ばし で 、 アヒル の 子 を ぶと う と し まし た 。	*pro* *T* きんきん し た 声 で さけび	、 火ばし で 、 *T* アヒル の 子 を ぶと う と し まし た 。	synchronous	0	0	0	0	0	0	0
38	358_aozora_Andersen-1967-1	ハクチョウたち は 羽ばたき	ながら	、 水 の 上 を かろやか に 、 すべる よう に 、 泳い で き まし た 。	羽ばたき	、 水 の 上 を かろやか に 、 *pro* すべる よう に 、 泳い で き まし た 。	synchronous	0	0	0	0	0	0	0
39	368_aozora_Andersen-1967-1	これ を 見る と 、 ハクチョウたち は 、 美しく 羽 を なびか せ	ながら	、 近づい て き まし た 。	美しく 羽 を なびか せ	、 近づい て き まし た 。	synchronous	0	0	0	0	0	0	0
40	369_aozora_Andersen-1967-1	「 さあ 、 ぼく を 殺し て ください 」 と 、 かわいそう な アヒル の 子 は 、 言い	ながら	、 頭 を 水 の 上 に たれ て 、 殺さ れる の を 待ち まし た 。	*ICH*-1 言い	、 頭 を 水 の 上 に たれ て	synchronous	0	0	0	0	0	0	0
41	379_aozora_Andersen-1967-1	— — 大きな ハクチョウたち は 、 この あたらしい ハクチョウ の まわり を 泳ぎ	ながら	、 くちばし で 羽 を なで て くれ まし た 。	この *T* あたらしい ハクチョウ の まわり を 泳ぎ	、 くちばし で 羽 を なで て くれ まし た 。	synchronous	0	0	0	0	0	0	0
42	64_aozora_Andersen-1967-2	その とき に は 、 明るい お月さま の 光 を あび	ながら	、 岩 の 上 に 腰 を おろし て 、 そば を 通っ て いく 大きな 船 を 見 たり 、 森 や 町 を ながめ たり する こと が できる ん です よ 」	*T* 明るい お月さま の 光 を あび	、 岩 の 上 に 腰 を おろし て	synchronous	0	0	0	0	0	0	0
43	74_aozora_Andersen-1967-2	幾 晩 も 幾 晩 も 、 開か れ た 窓ぎわ に 立っ て 、 さかなたち が ひれ や しっぽ を 動かし	ながら	およい で いる 、 まっさお な 水 を すかし て 、 上 の ほう を じっと ながめ て い まし た 。	ひれ や しっぽ を 動かし	およい で いる	synchronous	0	0	0	0	0	0	0
44	141_aozora_Andersen-1967-2	あらし が おこっ て 、 船 が 沈み そう に なる と 、 その 船 の 前 を およぎ	ながら	、 それはそれは きれい な 声 で 、 海 の 底 が どんな に 美しい か を うたい まし た 。	その 船 の 前 を およぎ	、 *T* それはそれは きれい な 声 で 、 海 の 底 が どんな に 美しい か を うたい まし た 。	synchronous	0	0	0	0	0	0	0
45	195_aozora_Andersen-1967-2	大きな お日さま が 、 いく つ も いく つ も 、 シュッ、シュッと 音 を たて	ながら	、 まわり まし た 。	シュッ、シュッと 音 を たて	、 まわり まし た 。	synchronous	0	0	0	0	0	0	0
46	201_aozora_Andersen-1967-2	王子 は 、 にこにこ し	ながら	、 人々 と あくしゅ し て い まし た 。	にこにこ し	、 人々 と あくしゅ し て い まし た 。	synchronous	0	0	0	0	0	0	0
47	208_aozora_Andersen-1967-2	お姫さま は 、 あいかわらず 、 水 の 上 に 浮び	ながら	、 波 の まにま に ゆられ て 、 船室 の 中 を のぞい て い まし た 。	水 の 上 に 浮び	、 波 の まにま に ゆられ て	synchronous	0	0	0	0	0	0	0
48	276_aozora_Andersen-1967-2	まもなく 、 王子 が 大きな 建物 の 中 に はこば れ て いっ て しまう と 、 人魚 の お姫さま は 、 悲しみ	ながら	水 の 中 へ しずん で 、 おとうさま の お城 へ もどっ て いき まし た 。	悲しみ	水 の 中 へ しずん で	synchronous	0	0	0	0	0	0	0
49	314_aozora_Andersen-1967-2	お姫さま は 、 王子 が 音楽 を かなで	ながら	、 旗 を ひらひら と なびか せ た 、 美しい ボート に 乗っ て 、 夕方 海 に 出 て いく の を 、 何 度 も ながめ まし た 。	音楽 を かなで	、 *T* 旗 を ひらひら と なびか せ た 、 *T* 美しい ボート に 乗っ て	synchronous	0	0	0	0	0	0	0
50	317_aozora_Andersen-1967-2	漁師たち が 、 晩 に たいまつ を ともし て 、 海 の 上 で 漁 を し	ながら	、 若い 王子 の うわさ を し て ほめ て いる よう な こと が 、 よく あり まし た 。	たいまつ を ともし て 、 海 の 上 で 漁 を し	、 *T* 若い 王子 の うわさ を し て *pro* ほめ て いる	synchronous	0	0	0	0	0	0	0
51	358_aozora_Andersen-1967-2	すると 、 牧師さま が 、 その 人 の 右手 を おまえ の 右手 に 置き	ながら	、 この世 で も あの世 で も 、 いついつ まで も 、 ま心 は かわり ませ ん と 、 かたい ちかい を たて させ て くださる 。	その 人 の 右手 を おまえ の 右手 に 置き	、 この世 で も あの世 で も 、 いついつ まで も 、 ま心 は かわり ませ ん と 、 *T* かたい ちかい *ICH*-1 を たて させ て くださる 。	synchronous	0	0	0	0	0	0	0
52	381_aozora_Andersen-1967-2	その 流れ の 上 で は 、 人魚 の 男 や 女 たち が 、 美しい 人魚 の 歌 を うたい	ながら	、 それ に 合せ て 踊っ て い まし た 。	*T* 美しい 人魚 の 歌 を うたい	、 *pro* それ に 合せ て 踊っ て い まし た 。	synchronous	0	0	0	0	0	0	0
53	508_aozora_Andersen-1967-2	まだ 、 お日さま の のぼら ない ころ 、 人魚 の お姫さま は 、 王子 の お城 を 見あげ	ながら	、 りっぱ な 大理石 の 階段 の 上 に のぼり まし た 。	王子 の お城 を 見あげ	、 *T* りっぱ な 大理石 の 階段 の 上 に のぼり まし た 。	synchronous	0	0	0	0	0	0	0
54	528_aozora_Andersen-1967-2	王子 に 手 を 引か れ	ながら	、 お姫さま は 、 水 の あわ か と 思わ れる ほど 、 たいそう かろやか に 、 のぼっ て いき まし た 。	王子 に 手 を 引か れ	、 お姫さま は 、 *pro* *pro* 水 の あわ * か と 思わ れる ほど 、 たいそう かろやか に 、 のぼっ て いき まし た 。	synchronous	0	0	0	0	0	0	0
55	543_aozora_Andersen-1967-2	人魚 の お姫さま も 、 美しい 白い 腕 を あげ て 、 つま先 で 立ち	ながら	、 床 の 上 を すべる よう に 、 軽々 と 踊り まし た 。	*T* 美しい *T* 白い 腕 を あげ て 、 つま先 で 立ち	、 床 の 上 を すべる よう に 、 軽々 と 踊り まし た 。	synchronous	0	0	0	0	0	0	0
56	563_aozora_Andersen-1967-2	みんな は 、 波 の まにま に 浮び	ながら	、 ひどく 悲しい 歌 を うたい まし た 。	波 の まにま に 浮び	、 *T* ひどく 悲しい 歌 を うたい まし た 。	synchronous	0	0	0	0	0	0	0
57	621_aozora_Andersen-1967-2	そして 、 お姫さま の 長い 髪の毛 を いじり	ながら	、 お姫さま の 胸 に 頭 を おしあて まし た 。	お姫さま の *T* 長い 髪の毛 を いじり	、 お姫さま の 胸 に 頭 を おしあて まし た 。	synchronous	0	0	0	0	0	0	0
58	626_aozora_Andersen-1967-2	お姫さま は ほほえみ	ながら	、 王子 の 話 を 聞い て い まし た 。	ほほえみ	、 王子 の 話 を 聞い て い まし た 。	synchronous	0	0	0	0	0	0	0
59	634_aozora_Andersen-1967-2	その とき 、 おねえさまたち が 、 海 の 面 に 浮びあがっ て き て 、 お姫さま を 悲し そう に 見つめ	ながら	、 もう だめ だ と いう よう に 、 白い 手 を もみあわせ まし た 。	お姫さま を 悲し そう に 見つめ	、 *pro* もう だめ だ と いう よう に 、 *T* 白い 手 を もみあわせ まし た 。	synchronous	0	0	0	0	0	0	0
60	635_aozora_Andersen-1967-2	お姫さま は 、 おねえさまたち の ほう へ うなずい て 、 ほほえみ	ながら	、 なにもかも が うまく いっ て いる こと を 話そ う と し まし た 。	ほほえみ	、 なにもかも が うまく いっ て いる こと を 話そ う と し まし た 。	synchronous	0	0	0	0	0	0	0
61	678_aozora_Andersen-1967-2	その ありさま は 、 なに か に 追いかけ られ て 、 身 を ひるがえし	ながら	、 軽々 と 飛ん で いく ツバメ の よう でし た 。	身 を ひるがえし	、 軽々 と 飛ん で いく	synchronous	0	0	0	0	0	0	0
62	694_aozora_Andersen-1967-2	それでも 、 お姫さま は 、 ほほえみ を 浮べ	ながら	、 踊り つづける の でし た 。	ほほえみ を 浮べ	、 踊り つづける の でし た 。	synchronous	0	0	0	0	0	0	0
63	701_aozora_Andersen-1967-2	人魚 の お姫さま は 、 白い 腕 を 船べり に かけ	ながら	、 東 の 空 に 目 を むけ て 、 朝やけ を ながめ て い まし た 。	*T* 白い 腕 を 船べり に かけ	、 東 の 空 に 目 を むけ て	synchronous	0	0	0	0	0	0	0
64	16_aozora_Chiri-1955-7	北見 の 美幌 で は 、 この “ きのこ ” を 見つける と 、 熊 を 取っ た 時 の よう に 、 男 は 「 フォー 、 フォー 」 と 高らか に とき の 声 を あげ ながら その 廻り を 踏舞 し 、 女 は 「 オノンノ 、 オノンノ 」 と 歌い	ながら	踊っ た という こと で あり ます 。	「 オノンノ 、 オノンノ 」 と 歌い	踊っ た	synchronous	0	0	0	0	0	0	0
65	16_aozora_Chiri-1955-7	北見 の 美幌 で は 、 この “ きのこ ” を 見つける と 、 熊 を 取っ た 時 の よう に 、 男 は 「 フォー 、 フォー 」 と 高らか に とき の 声 を あげ	ながら	その 廻り を 踏舞 し 、 女 は 「 オノンノ 、 オノンノ 」 と 歌い ながら 踊っ た という こと で あり ます 。	「 フォー 、 フォー 」 と 高らか に とき の 声 を あげ	その 廻り を 踏舞 し	synchronous	0	0	0	0	0	0	0
66	17_aozora_Chiri-1955-7	釧路 の 塘路 で は 、 この “ きのこ ” を 見つける と 、 男 なら 陣羽織 、 女 なら 楡皮製 の 厚司 の 着物 を 着 て 、 その まわり を 踊り 、 それ を 脱い で 、 「 取っかえ よう 、 取っかえ よう 」 と 言っ て 、 おじぎ し	ながら	取っ た と 言い ます 。	おじぎ し	*pro* 取っ た	synchronous	0	0	0	0	0	0	0
67	29_aozora_Chiri-1955-7	そう 言い	ながら	、 戸 を がらり と いっぱい に 開け て 戸外 に 飛びだし ます 。	そう 言い	、 戸 を がらり と いっぱい に 開け て 戸外 に 飛びだし ます 。	synchronous	0	0	0	0	0	0	0
68	49_aozora_Chiri-1955-7	最初 に この ぼろ の 着物 を 身 に つけ た 東風 の 神 が 、 舞い	ながら	祭場 に 出 て 来 ます 。	舞い	祭場 に 出 て 来 ます 。	synchronous	0	0	0	0	0	0	0
69	50_aozora_Chiri-1955-7	やがて 、 美しい 衣裳 を つけ た 、 他 の 風 の 神達 も 、 それぞれ の 方角 から 、 舞い	ながら	出 て き ます 。	舞い	出 て き ます 。	synchronous	0	0	0	0	0	0	0
70	53_aozora_Chiri-1955-7	彼 は 着物 を びしょぬれ に し	ながら	海中 を 逃げまわり 、 最後 に 岸 に 這い上っ て 、 他 の 風 の 神達 や 会衆 の 前 に ひれ伏し て 、 「 もう 決して 乱暴 は いたし ませ ん から 許し て 下さい 」 と 陳謝 いたし ます 。	着物 を びしょぬれ に し	海中 を 逃げまわり	synchronous	0	0	0	0	0	0	0
71	91_aozora_Chiri-1955-7	神謡 の 述べる ところ によれば 、 彼 は 屋内 の 壁際 に かけ て あっ た 熊 の 皮 を 頭 から かぶる と 、 彼 は 忽ち 熊 に なり 、 熊 の 鳴声 を し て 、 “ フウェー 、 フウェー ” とか 或は “ オウェー 、 ウェー ” とか いい	ながら	、 場内 に 現われ て 舞 を 舞い ます 。	熊 の 鳴声 を し て 、 “ フウェー 、 フウェー ” とか 或は “ オウェー 、 ウェー ” とか いい	、 場内 に 現われ て 舞 を 舞い ます 。	synchronous	0	0	0	0	0	0	0
72	165_aozora_Chiri-1955-7	男 は 神々 に 気づか れ ぬ よう に 、 くら闇 の 中 に じっと 寝	ながら	それ を 聞い て いる と 、 蛇 や 蛙 が もそもそ と 懐 の 中 へ 這い込ん で 来 まし た 。	神々 に 気づか れ ぬ よう に 、 くら闇 の 中 に じっと 寝	それ を 聞い て いる	synchronous	0	0	0	0	0	0	0
73	188_aozora_Chiri-1955-7	この 地方 で は 旱魃 の 時 、 テレケウシ という 所 へ 行っ て 、 人目 に 触れ ぬ よう に し て 、 この タンポポ を 石 の 上 に のせ 、 「 ホノイノエ ※ （ 半濁点付き小書き片仮名フ 、 1-6-88 ） よ 、 ホノイノエ ※ （ 半濁点付き小書き片仮名フ 、 1-6-88 ） よ 、 天気 を 直せ 、 天気 を 直せ ！ 雨 降れ 、 雨 降れ ！ 」 と 唱え	ながら	叩き漬 し た ［ ＃ 「 叩き漬した 」 は ママ ］ という こと で あり ます 。	「 *hearer* ホノイノエ ※ （ 半濁点付き小書き片仮名フ 、 1-6-88 ） よ 、 ホノイノエ ※ （ 半濁点付き小書き片仮名フ 、 1-6-88 ） よ 、 天気 を 直せ 、 *hearer* 天気 を 直せ ！ 雨 降れ 、 雨 降れ ！ 」 と 唱え	*pro* 叩き漬 し た ［ ＃ 「 叩き漬した 」 は ママ * ］	synchronous	0	0	0	0	0	0	0
74	196_aozora_Chiri-1955-7	その 弁財船 から 部落 の 上空 へ 針金 の よう に 細い 雲 の 橋 が 懸っ て い て 、 その 上 を 丹前姿 の 者 が 、 下駄 を はい て 、 人間 の 手 を 噛り	ながら	、 行っ たり 来 たり し て い て 、 人間 の いる 頭 の 上 に 来る と 「 そら 雄鹿 だ 、 早く 射ろ ！ 」 「 こんど は 雌鹿 だ 、 早く 射ろ ！ 」 という 声 が 聞え た か と 思う と 、 不気味 な 弦音 が し て 、 村人 が ばたばた と 倒れ て 行き まし た 。	人間 の 手 を 噛り	、 行っ たり 来 たり し て い て	synchronous	0	0	0	0	0	0	0
75	62_aozora_Dazai-1-1940	ストライキ に なり かけ た とき 、 その 教師 が 、 私たち の 教室 に こっそり やって来 て 、 どもり	ながら	陳謝 し た 。	どもり	陳謝 し た 。	synchronous	0	0	0	0	0	0	0
76	112_aozora_Dazai-1-1940	あの 画 に は 、 おどろき まし た よ 。 感心 し まし た ね 。 ソバカス なんか 、 よく 覚え て い まし た ね 。 と 、 親しさ を 表現 する ため に 、 わざと 津軽訛 の 言葉 を 使っ て Ｗ君 は 、 笑い	ながら	言う の で ある 。	笑い	言う の で ある 。	synchronous	0	0	0	0	0	0	0
77	207_aozora_Dazai-2-1940	メロス は 川岸 に うずくまり 、 男泣き に 泣き	ながら	ゼウス に 手 を 挙げ て 哀願 し た 。	男泣き に 泣き	ゼウス に *pro* *の* 手 を 挙げ て 哀願 し た 。	synchronous	0	0	0	0	0	0	0
78	316_aozora_Dazai-2-1940	よろよろ 起き上っ て 、 見る と 、 岩 の 裂目 から 滾々 と 、 何 か 小さく 囁き	ながら	清水 が 湧き出 て いる の で ある 。	岩 の 裂目 から 滾々 と 、 *pro* 何 か 小さく 囁き	清水 が 湧き出 て いる の で ある 。	synchronous	0	0	0	0	0	0	0
79	369_aozora_Dazai-2-1940	メロス は 走り	ながら	尋ね た 。	走り	尋ね た 。	synchronous	0	0	0	0	0	0	0
80	372_aozora_Dazai-2-1940	その 若い 石工 も 、 メロス の 後 に つい て 走り	ながら	叫ん だ 。	メロス の 後 に つい て 走り	叫ん だ 。	synchronous	0	0	0	0	0	0	0
81	414_aozora_Dazai-2-1940	メロス は それ を 目撃 し て 最後 の 勇 、 先刻 、 濁流 を 泳い だ よう に 群衆 を 掻きわけ 、 掻きわけ 、 「 私 だ 、 刑吏 ！ 殺さ れる の は 、 私 だ 。 メロス だ 。 彼 を 人質 に し た 私 は 、 ここ に いる ！ 」 と 、 かすれ た 声 で 精一ぱい に 叫び	ながら	、 ついに 磔台 に 昇り 、 釣り上げ られ て ゆく 友 の 両足 に 、 齧りつい た 。	「 *pro* 私 だ 、 刑吏 ！ *T* *pro* 殺さ れる の は 、 私 だ 。 *pro* メロス だ 。 *T* 彼 を 人質 に し た 私 は 、 ここ に いる ！ 」 と 、 *T* かすれ た 声 で 精一ぱい に 叫び	、 ついに 磔台 に 昇り	synchronous	0	0	0	0	0	0	0
82	300_aozora_Doyle-1892	男 は ゆっくり 途切れ途切れ に 、 言葉 を 慎重 に 選び	ながら	話し 始め た 。	言葉 を 慎重 に 選び	話し 始め た 。	synchronous	0	0	0	0	0	0	0
83	370_aozora_Doyle-1892	ホームズ は 外套 の 釦 を 留め	ながら	、 霜風 の 吹く 戸外 へ 出 て 、 言葉 を 続ける 。	外套 の 釦 を 留め	、 霜風 の 吹く 戸外 へ 出 て 、 言葉 を 続ける 。	synchronous	0	0	0	0	0	0	0
