	kainoki_id	first_half	connective	second_half	arg1	arg2	classification_label	ASP	NEG	MOD	CNJ	FOC	QUE	IMP
12	524_fiction_onna_to_senso	アメリカ を 悪く 言い	つつ	、 メンタリティー も 仕草 も アメリカ的 な 女 、 そして これ から は ジャパナイズ さ れ た 女 が ふえ て ゆく こと だろう 。	アメリカを悪く言い	、メンタリティーも仕草もアメリカ的な	concession	0	0	0	0	0	0	0
13	5_law_h15A119;4_1_1	この 法律 は 、 高度情報通信社会 の 進展 に伴い 個人情報 の 利用 が 著しく 拡大 し て いる こと に かんがみ 、 個人情報 の 適正 な 取扱い に関し 、 基本理念 及び 政府 による 基本方針 の 作成 その 他 の 個人情報 の 保護 に関する 施策 の 基本 と なる 事項 を 定め 、 国 及び 地方公共団体 の 責務 等 を 明らか に する とともに 、 個人情報 を 取り扱う 事業者 の 遵守 す べき 義務 等 を 定める こと により 、 個人情報 の 有用性 に 配慮 し	つつ	、 個人 の 権利 利益 を 保護 する こと を 目的 と する 。	個人情報の有用性に配慮し	、個人の権利利益を保護する	concession	0	0	0	0	0	0	0
14	81_ted_talk_8	もちろん 大切 な こと は 周囲 に 注意 を 払い	つつ	自分 の 仕事 に 集中 する という こと です	周囲に注意を払い	自分の仕事に集中する	concession	0	0	0	0	0	0	0
15	480_textbook_djg_intermediate;page_543	たばこ は 体 に よく ない と 分かり	つつ	なかなか やめ られ ない 。	たばこは体によくないと分かり	なかなかやめられない。	concession	0	1	0	0	0	0	0
16	83_whitepaper_H20_kokuminseikatsu1	また 、 欧州 の 調査 によると 、 自ら が 環境汚染 により 健康被害 に 遭っ たり 、 自動車事故 に 遭遇 する 危険性 に 比べる と リスク は 低い と し	つつ	も 、 食品 により 健康被害 に 遭う 危険性 や 食品 以外 の 製品 で 怪我 を する 危険性 を それぞれ 42 ％ の 人 が 感じ て いる と 回答 し て おり 、 食品事故 、 製品事故 が 身近 に 起き て も おかしく ない と 消費者 が 感じ て いる 状況 と なっ て いる 。	自らが環境汚染により健康被害に遭ったり、自動車事故に遭遇する危険性に比べるとリスクは低いとし	、食品により健康被害に遭う危険性や食品以外の製品で怪我をする危険性をそれぞれ42％の人が感じていると回答しており	concession	0	0	0	0	0	0	0
17	509_whitepaper_H26_kodomowakamono1	自己啓発 として 外国語 に関する 活動 を 行っ た 者 の 割合 は ， 1990 年代 以降 ， 10 ～ 14 歳 と 20 ～ 24 歳 で は 増減 を 繰り返し	つつ	も 上昇傾向 に ある 。	10～14歳と20～24歳では増減を繰り返し	上昇傾向にある。	concession	0	0	0	0	0	0	0
18	431_whitepaper_H28_kotsuanzen1	この 場合 ， 高齢者 の 自発性 を 促す こと に 留意 し	つつ	， 高齢者 の 事故実態 に 応じ た 具体的 な 指導 を 行う こと と し ， 反射材用品 等 の 普及促進 に も 努め た 。	高齢者の自発性を促すことに留意し	，高齢者の事故実態に応じた具体的な指導を行う	concession	0	0	0	0	0	0	0
19	59_whitepaper_H28_shinrinringyo1	今後 は 、 主伐期 を 迎え た 人工林 について 、 森林 の 公益的機能 の 発揮 に 支障 が 及ば ない よう 留意 し	つつ	、 適切 な 主伐 を 進め て 原木 の 供給 を 確保 し て いく こと が 重要 で ある 。	森林の公益的機能の発揮に支障が及ばないよう留意し	、適切な主伐を進めて原木の供給を確保していくことが重要である。	concession	0	0	0	0	0	0	0
20	97_whitepaper_R1_gaiko_2	トランプ大統領 は 、 同首脳会談 について 、 金正恩国務委員長 と 建設的 な 時間 を 過ごし た と し	つつ	、 北朝鮮側 は 米国 が 望ん で い た 非核化 の 大部分 を 行う 用意 が あっ た が 、 その ため に 完全 な 制裁解除 に 応じる こと は でき なかっ た 旨 述べ た 。	金正恩国務委員長と建設的な時間を過ごしたとし	、北朝鮮側は米国が望んでいた非核化の大部分を行う用意があったが、そのために完全な制裁解除に応じることはできなかった旨述べた。	concession	0	0	0	0	0	0	0
21	382_whitepaper_R1_gaiko_2	日本政府 として は 、 中国 と の 間 で 関係改善 を 進め	つつ	、 個別 の 懸案 に係る 日本 の 立場 を しっかり と 主張 する と同時に 、 一 つ ひと つ 対話 を 積み重ね 、 東シナ海 を 「 平和 ・ 協力 ・ 友好 の 海 」 と す べく 、 引き続き 意思疎通 を 強化 し て いく 。	中国との間で関係改善を進め	、個別の懸案に係る日本の立場をしっかりと主張する	concession	0	0	0	0	0	0	0
22	120_whitepaper_R1_gaiko_7	トルコ は 、 地政学上 重要 な 地域大国 で あり 、 北大西洋条約機構（NATO）加盟国 として 、 EU加盟 に向けた 取組 など 欧米重視 の 外交 を 基本 と し	つつ	、 中東 ・ アジア ・ アフリカ地域 へ の 多角的 な 積極外交 を 展開 し て いる 。	EU加盟に向けた取組など欧米重視の外交を基本とし	、中東・アジア・アフリカ地域への多角的な積極外交を展開している。	concession	0	0	0	0	0	0	0
23	164_whitepaper_R1_gaiko_7	モーリタニア は 、 政情不安 を 抱える マリ と の 長大 な 国境線 を 有し	つつ	も 、 2012 年 以降 テロ事件 は 発生 し て おら ず 、 サヘル諸国 の 中 で は 比較的 安定 を 保っ て いる 。	政情不安を抱えるマリとの長大な国境線を有し	、2012年以降テロ事件は発生しておらず、サヘル諸国の中では比較的安定を保っている。	concession	0	0	0	0	0	0	0
24	44_whitepaper_R1_gaiko_8	7 月 、 大統領選挙 の 輪番制 を 維持 し	つつ	も 、 現職 の アザリ大統領 の 出身 で ある グランコモロ島 から の 再選 を 可能 と する 内容 の 憲法改正 が 国民投票 により 成立 し た 。	大統領選挙の輪番制を維持し	、現職のアザリ大統領の出身であるグランコモロ島からの再選を可能とする	concession	0	0	0	0	0	0	0
25	31_whitepaper_R1_gaiko_9	さらに 、 普天間飛行場 の 移設 や 在沖縄海兵隊 約9,000 人 の グアム 等 へ の 国外移転 を始めとする 在日米軍再編 について も 、 在日米軍 の 抑止力 を 維持 し	つつ	、 沖縄 を始めとする 地元 の 負担 を 軽減 する ため 、 日米 で 緊密 に 連携 し て 取り組ん で き て いる 。	在日米軍の抑止力を維持し	、沖縄を始めとする地元の負担を軽減する	concession	0	0	0	0	0	0	0
26	142_whitepaper_R1_gaiko_13	色々 な 立場 の 国 や 人 の 観点 を 念頭 に 置き	つつ	も 、 必要 な アクション を 見極め 、 はっきり 物 を 言い 、 きちんと 結果 を 出す 。	色々な立場の国や人の観点を念頭に置き	、必要なアクションを見極め、はっきり物を言い、きちんと結果を出す。	concession	0	0	0	0	0	0	0
27	287_wikipedia_Audrey_Hepburn	ヘプバーン と ファーラー の 結婚生活 は 長く 続か ない と いわ れ て い た が 、 ヘプバーン は ファーラー が 気難しい こと は 認め	つつ	も 、 二人 の 仲 は うまく いっ て いる と 主張 し て い た 。	ファーラーが気難しいことは認め	、二人の仲はうまくいっていると主張していた。	concession	0	0	0	0	0	0	0
28	18_wikipedia_Kamen_Rider	こうして 誕生 し た 2人 の 仮面ライダー は 日本 と 海外 で 別れ て 戦い 、 時に は 共闘 し ながら 、 少年仮面ライダー隊 など の 多く の 仲間たち の 協力 を 得 て 、 常人 と は 異なる 身体 に さ れ て しまっ た 「 改造人間 」 として 苦悩 し	つつ	も 、 「 人間 の 自由 の ため 」 に ショッカー と 戦っ て いく 。	日本と海外で別れて戦い、時には共闘しながら、少年仮面ライダー隊などの多くの仲間たちの協力を得て、常人とは異なる身体にされてしまった「改造人間」として苦悩し	、「人間の自由のため」にショッカーと戦っていく。	concession	0	0	0	0	0	0	0
29	27_news_KAHOKU_184;K201406140A0T10XX00001	東北大大学院工学研究科 の 風間基樹教授 （ 地盤工学・地震工学 ） は 「 行政 が 作る 防災マップ を 参考 に し	つつ	も 、 普段 から 地域 の 地形的 特性 を 把握 し て 、 非常時 の 対策 を 考える 必要 が ある 」 と 指摘 する 。	行政が作る防災マップを参考にし	、普段から地域の地形的特性を把握して、非常時の対策を考える	concession	0	0	0	0	0	0	0
30	346_aozora_Doyle-1892	我々 は 足音 を こつこつ と あたり に 響き わたら せ	つつ	、 医者 の 街 で ある ウィンポール街 と ハーリィ街 を 抜け 、 その あと ウィグモー街 から オックスフォード街 へ 入っ た 。	足音をこつこつとあたりに響きわたらせ	、医者の街であるウィンポール街とハーリィ街を抜け、そのあとウィグモー街からオックスフォード街へ入った。	synchronous	0	0	0	0	0	0	0
31	431_aozora_Hori-1969	その 記憶 も 漸く 遠のい て 私 の 心 の 裡 で それ が 全体 として はっきり と 見え 易い よう に なり 出し た 、 それ から 約一 年 後 の 今夜 、 その 同じ 山 の 家 の 同じ 暖炉 の 前 で 、 私 は こうして 一 度 は 焼い て しまお う と 決心 し かけ た この 手帳 を 再び 自分 の 前 に ひらい て 、 こんど こそ は 私 の し た こと の すべて を 贖う つもり で 、 自分 の 最後 の 日 の 近づい て くる の を ひたすら 待ち ながら 、 こうして 自分 の 無気力 な 気持 に 鞭 うち	つつ	その 日頃 の 出来事 を つとめて 有りのまま に 書き はじめ て いる の だ 。	こうして自分の無気力な気持に鞭うち	その日頃の出来事をつとめて有りのままに書きはじめているのだ。	synchronous	0	0	0	0	0	0	0
32	44_aozora_Koyama-1955-2	はじめて その 人 の 前 に 出 て 二 、 三 の 受け答え を し	つつ	、 この 人 に 看 て もらう の だ な という 感じ を 持っ た 。	はじめてその人の前に出て二、三の受け答えをし	、この人に看てもらうのだなという感じを持った。	synchronous	0	0	0	0	0	0	0
33	334_aozora_Koyama-1955-2	誰 だ ？ と 思う 隙 へ 、 更衣所 で 手間取っ た その 一人 が 、 舎房着 の 帯 を 締め	つつ	、 あわて て 駆け て くる 。	舎房着の帯を締め	、あわてて駆けてくる。	synchronous	0	0	0	0	0	0	0
34	183_aozora_Yamakawa-1962-2	半ば 意識 を 失い	つつ	、 暗闇 の 中 を 、 彼 は まっすぐ に 天 に 向っ て い た 。	半ば意識を失い	、暗闇の中を、彼はまっすぐに天に向っていた。	synchronous	0	0	0	0	0	0	0
35	20_diet_kaigiroku-6	同時 に 、 租税 及び 社会保険料 の 負担 、 公共料金 等 の あり方 につきまして も 、 国民 の 合意 を 得	つつ	その 見直し を 進め て いく こと が 、 避け て 通る こと が でき ない 課題 で ある と 考え て おり ます 。	国民の合意を得	その見直しを進めていく	synchronous	0	0	0	0	0	0	0
36	31_diet_kaigiroku-6	まず 、 昭和 五十一 年度 予算 について で あり ます が 、 以上 申し述べ まし た 考え方 に 立ち まし て 、 国民生活 と 経済 の 安定 及び 国民福祉 の 充実 に 配意 し	つつ	、 景気 の 着実 な 回復 と 雇用 の 安定 を 図る とともに 、 財政体質 の 改善合理化 を 進める こと を 主眼 として 編成 いたし まし た 。	国民生活と経済の安定及び国民福祉の充実に配意し	、景気の着実な回復と雇用の安定を図るとともに、財政体質の改善合理化を進める	synchronous	0	0	0	0	0	0	0
37	37_diet_kaigiroku-6	次 に 、 税制面 におきまして は 、 現下 の 経済情勢 及び 財政事情 を 総合的 に 勘案 し 、 一般的 な 減税 を 行わ ない 反面 、 一般的 な 増税 も これ を 避け	つつ	、 現行税制 の 仕組み の 中 で 若干 の 選択的 な 増収措置 を 講ずる こと に とどめ まし た 。	一般的な減税を行わない反面、一般的な増税もこれを避け	、現行税制の仕組みの中で若干の選択的な増収措置を講ずる	synchronous	0	0	0	0	0	0	0
38	19_diet_kaigiroku-9	同時 に 、 沖縄県 において 従来 米軍 施設 、 区域 の 密度 が 高く 、 政府 として も その 整理統合 について は 地元 より 強い 要望 が ある こと は かねて より 十分 承知 いたし て いる ところ で あり まし て 、 これ まで も 沖縄県 における 米軍 施設 、 区域 の 整理統合 に 努力 し て まいっ た ところ で あり 、 これ から も 必要 に応じ 米側 と の 話し合い を 行い	つつ	努力 し て まいり たい と 考え て おり ます 。	これからも必要に応じ米側との話し合いを行い	努力してまいりたい	synchronous	0	0	0	0	0	0	0
39	20_diet_kaigiroku-9	また 、 政府 として は 、 現地 の 要望 、 民生 の 安定 、 開発計画 等 に 配慮 する とともに 、 安保条約 の 目的達成 と の 調和 を 図り	つつ	、 諸課題 の 解決 の ため 今後 とも 一層 努力 を し て いく 所存 で あり ます 。	安保条約の目的達成との調和を図り	、諸課題の解決のため今後とも一層努力をしていく所存であります。	synchronous	0	0	0	0	0	0	0
40	24_diet_kaigiroku-11	我が 国 として は 、 世界経済 に対する 主体的責任 を 果たす ため に も 、 できる 限り 早急 に 景気 の 本格回復 を 図る とともに 、 中長期的 に 活力 と 豊かさ に 満ち た 経済社会 を 構築 する ため 、 従来 の 経済社会システム を 見直し	つつ	、 さらなる 発展 の ため の 変革 と 投資 を 行っ て いく こと が 不可欠 で あり ます 。	従来の経済社会システムを見直し	、さらなる発展のための変革と投資を行っていく	synchronous	0	0	0	0	0	0	0
41	34_diet_kaigiroku-11	また 、 本格的 な 高齢化社会 の 到来 に 備え	つつ	、 国民生活 の 質 の 向上 を 高める とともに 、 将来 の 経済発展 の 基盤 を 整備 する ため に 必要 な 社会資本 を 計画的 に 整備 し て いく こと が 極めて 重要 で あり 、 ひいては これ が 、 新た な 需要 の 創出 、 対外不均衡 の 是正 に も つながる もの と 考え て おり ます 。	本格的な高齢化社会の到来に備え	、国民生活の質の向上を高める	synchronous	0	0	0	0	0	0	0
42	35_diet_kaigiroku-11	さらに 、 こうした 対策 の 円滑 な 実施 を 図る ため に 、 各企業 や 産業界 の 主体的努力 を 支援 し	つつ	、 あす の 我が 国 経済 を リード する 新た な 産業 の 発展基盤 の 整備 に 努め て いく 必要 が あり ます 。	各企業や産業界の主体的努力を支援し	、あすの我が国経済をリードする新たな産業の発展基盤の整備に努めていく	synchronous	0	0	0	0	0	0	0
43	40_diet_kaigiroku-11	特に 、 日米フレームワーク協議 において は 、 我が 国 として この よう な 自己改革努力 を 進め	つつ	、 経常黒字 の 十分 意味 の ある 縮小 という 方向 を 目指す とともに 、 米国 に も 財政赤字削減 、 国際競争力強化 等 の 改善 を 求め て まいり ます 。	我が国としてこのような自己改革努力を進め	、経常黒字の十分意味のある縮小という方向を目指す	synchronous	0	0	0	0	0	0	0
44	43_diet_kaigiroku-11	加えて 、 平和国家 を 標榜 する 我が 国 として 、 安全保障分野 における 国際貢献 を 果たす 観点 から 、 諸外国 と 協調 し	つつ	実効 ある 輸出管理体制 を 構築 し て まいり ます 。	諸外国と協調し	実効ある輸出管理体制を構築してまいります。	synchronous	0	0	0	0	0	0	0
45	46_diet_kaigiroku-11	かかる 観点 から 、 第一 次 石油危機 から 二十 年 を 経 た 今日 、 エネルギー政策 全般 の 再構築 を 図り 、 地球環境問題 の 顕在化 に 対応 し	つつ	、 エネルギー の 安定的 かつ 効率的 な 供給 の 確保 に 努め て まいり ます 。	地球環境問題の顕在化に対応し	、エネルギーの安定的かつ効率的な供給の確保に努めてまいります。	synchronous	0	0	0	0	0	0	0
46	47_diet_kaigiroku-11	この ため 、 まず 安全性 に 万全 を 期し	つつ	原子力 の 開発利用 を 引き続き 推進 する とともに 、 新・再生可能エネルギー 、 天然ガス 等 環境負荷 の 少ない エネルギー の 導入 を 一層 促進 し て まいり ます 。	まず安全性に万全を期し	原子力の開発利用を引き続き推進する	synchronous	0	0	0	0	0	0	0
47	48_diet_kaigiroku-11	また 、 分散型電源 の 開発導入 等 、 柔軟 な エネルギー供給構造 の 確立 を 図り	つつ	経済成長 の 持続 を 実現 し て まいり ます 。	分散型電源の開発導入等、柔軟なエネルギー供給構造の確立を図り	経済成長の持続を実現してまいります。	synchronous	0	0	0	0	0	0	0
48	72_diet_kaigiroku-11	私 は 、 政府 が 、 引き続き 、 内外 の 経済情勢 に 細心 の 注意 を 払い	つつ	、 適切 かつ 機動的 な 経済運営 に 努める こと により 、 民間部門 の 自助努力 と 相まっ て 、 景気回復 の 動き は 本格化 し て くる もの と 考え て おり ます 。	内外の経済情勢に細心の注意を払い	、適切かつ機動的な経済運営に努める	synchronous	0	0	0	0	0	0	0
49	85_diet_kaigiroku-11	また 、 我が 国 の 大幅 な 経営黒字 の 縮小 に向け 、 国民生活 の 向上 という 観点 も 視野 に 入れ	つつ	、 内需 の 持続的拡大 や ＯＴＯ （ 市場開放問題苦情処理推進本部 ） の 機能強化 等 を通じた 市場アクセス の 一層 の 改善 、 さらには 規制緩和 、 内外価格差 の 是正 等 各般 の 施策 を 積極的 に 推進 し て まいり ます 。	国民生活の向上という観点も視野に入れ	、内需の持続的拡大やＯＴＯ（市場開放問題苦情処理推進本部）の機能強化等を通じた市場アクセスの一層の改善、さらには規制緩和、内外価格差の是正等各般の施策を積極的に推進してまいります。	synchronous	0	0	0	0	0	0	0
50	86_diet_kaigiroku-11	さらに 、 発展途上国 へ の 経済協力 につきまして は 、 政府開発援助大綱 の 理念 、 原則 を 踏まえ	つつ	、 今後 五 カ年間 の 援助総額 を 七百 から 七百五十億 ドル と する 政府開発援助 の 第五 次 中期目標 に基づき 、 我が 国 の 経済的地位 に ふさわしい 国際貢献 を 図っ て まいり ます 。	政府開発援助大綱の理念、原則を踏まえ	、今後五カ年間の援助総額を七百から七百五十億ドルとする政府開発援助の第五次中期目標に基づき、我が国の経済的地位にふさわしい国際貢献を図ってまいります。	synchronous	0	0	0	0	0	0	0
51	88_diet_kaigiroku-11	この 新た な 時代 に 臨み 、 私 は 、 持続的 な 内需中心 の 成長 を 図り	つつ	、 国民生活 の 向上 と 地球社会 と の 共存 を とも に 目指し た 二十一 世紀 に向けて の 新た な 我が 国 経済 の 姿 を 実現 する ため 、 全力 を 尽くし て まいり ます 。	持続的な内需中心の成長を図り	、国民生活の向上と地球社会との共存をともに目指した二十一世紀に向けての新たな我が国経済の姿を実現するため、全力を尽くしてまいります。	synchronous	0	0	0	0	0	0	0
52	50_diet_kaigiroku-13	その 配分 に当たって は 、 公共投資基本計画 等 の 考え方 、 国民 の ニーズ 等 を 踏まえ	つつ	、 国民生活 の 質 の 向上 に 直結 する 分野 、 次世代 の 発展基盤 の 整備 など 経済構造改革 に 資する 分野 等 へ の 重点化 を 図っ て おり ます 。	公共投資基本計画等の考え方、国民のニーズ等を踏まえ	、国民生活の質の向上に直結する分野、次世代の発展基盤の整備など経済構造改革に資する分野等への重点化を図っております。	synchronous	0	0	0	0	0	0	0
53	58_diet_kaigiroku-13	地方財政 につきまして は 、 引き続き 大幅 な 財源不足 が 見込ま れ ます が 、 一方 、 国 の 財政事情 も 極めて 厳しく 、 公経済 の 車 の 両輪 が バランス の とれ た 財政運営 を 行う 必要 が ある という 基本的 な 考え方 を 踏まえ	つつ	、 所要 の 地方交付税総額 を 確保 する など 、 その 運営 に 支障 を 生ずる こと の ない よう 適切 な 措置 を 講ずる こと と いたし て おり ます 。	公経済の車の両輪がバランスのとれた財政運営を行う必要があるという基本的な考え方を踏まえ	、所要の地方交付税総額を確保するなど、その運営に支障を生ずることのないよう適切な措置を講ずる	synchronous	0	0	0	0	0	0	0
54	80_diet_kaigiroku-13	我が 国 において も 、 新た な 財政健全化目標 の 達成 の ため 、 財政構造改革 を 強力 に 推進 する こと と し 、 幅広い 議論 を 踏まえ	つつ	、 あらゆる 努力 を 傾注 し て まいり たい と 考え て おり ます 。	幅広い議論を踏まえ	、あらゆる努力を傾注してまいりたい	synchronous	0	0	0	0	0	0	0
55	91_diet_kaigiroku-15	政府 におきまして は 、 本日 の 御決議 を 十分 踏まえ まし て 、 関係省庁 と 密接 な 連携 を とり	つつ	、 東南海・南海地震対策 を 着実 に 推進 し て まいる 所存 で あり ます 。	関係省庁と密接な連携をとり	、東南海・南海地震対策を着実に推進してまいる所存であります。	synchronous	0	0	0	0	0	0	0
56	33_diet_kaigiroku-17	なお 、 本件 に は 、 業務 の 効率化 に 努め	つつ	、 必要 な 施策 を 計画 し て おり 、 適当 な もの と 認める 旨 の 総務大臣 の 意見 が 付さ れ て おり ます 。	業務の効率化に努め	、必要な施策を計画しており	synchronous	0	0	0	0	0	0	0
57	24_essay_aobascientia21_Sakanoi2014	飯舘村 の 方々 と の つながり を 今後 も 大切 に し	つつ	、 ハレアカラ に 移設 さ れ た 望遠鏡 を 用い て 新た な 研究成果 を 創出 する こと を 目指し 、 今後 は 装置開発 や 観測 に 力 を 注い で いこ う と 決意 し て い ます 。	飯舘村の方々とのつながりを今後も大切にし	、ハレアカラに移設された望遠鏡を用いて新たな研究成果を創出することを目指し	synchronous	0	0	0	0	0	0	0
58	35_essay_crossover30_Ihara2016	哲学者 デカルト は ガリレオ裁判 の 行方 を 気 に し	つつ	『 方法序説 』 （ 1637 年 ） を 出版 し た し 、 ジョン・ミルトン は 幽閉 さ れ た ガリレオ を 救出 する 運動 を ヨーロッパ世界 に 投げかけ て も い まし た 。	ガリレオ裁判の行方を気にし	『方法序説』（1637年）を出版した	synchronous	0	0	0	0	0	0	0
59	163_essay_Hepburn_no_shoogai_to_nihongo2	大火 で 家 も 焼け 、 英人 の 銀行 に ボーイ勤め を する うち 、 馬丁 や コック仲間 に 混っ て 大酒呑み と なり 、 周囲 を 心配 さ せ た が 、 慶応 三 年 、 勝小鹿 や 富田鉄之助 が 米国 に 留学 する 時 、 ヴァン・リード の 口きき で 、 働き	つつ	学ぶ こと に なっ て 、 渡米 し て いっ た 。	働き	学ぶ	synchronous	0	0	0	0	0	0	0
60	185_essay_Hepburn_no_shoogai_to_nihongo2	女性 が 事務能力 を 発揮 し	つつ	、 一家 の 中心 と なっ て 働く さま は 、 日本 の 少年少女たち を 驚か せ た 。	事務能力を発揮し	、一家の中心となって働く	synchronous	0	0	0	0	0	0	0
61	400_essay_Hepburn_no_shoogai_to_nihongo2	言い	つつ	ヘボン は 、 右手 で 旧約 を 、 左手 で 新約 を 挙げ 、 聴衆 に 示し て から 、 ぴったり と 一 つ に 合わせ 、 敬虔 な 態度 で 卓上 に 置い た 。	言い	ヘボンは、右手で旧約を、左手で新約を挙げ、聴衆に示してから、ぴったりと一つに合わせ、敬虔な態度で卓上に置いた。	synchronous	0	0	0	0	0	0	0
62	516_essay_Hepburn_no_shoogai_to_nihongo2	Ｗ・Ｅ・グリフィス は 、 任期満了 で 帰国 し て 以来 、 「 Hepburn_of_Japan 」 を 執筆 し	つつ	、 ニューヨーク や フィラデルフィア から 、 ヘボン に も 、 その 弟 スレーター に も 、 質問 を 寄せ 続け 、 しきり に 「 ヘボン をめぐる 人々 」 と 文通 し て い た 。	「Hepburn_of_Japan」を執筆し	、ニューヨークやフィラデルフィアから、ヘボンにも、その弟スレーターにも、質問を寄せ続け、しきりに「ヘボンをめぐる人々」と文通していた。	synchronous	0	0	0	0	0	0	0
63	45_essay_manabi67_Ashidate2014spring	なお 、 法制度 の 外 で も 、 著作者 の 利益 を 図り	つつ	著作物 の 利用 を 促進 する ため の 取り組み が 行わ れ て い ます 。	著作者の利益を図り	著作物の利用を促進する	synchronous	0	0	0	0	0	0	0
64	48_essay_manabi67_Ashidate2014spring	著作権法研究 は 、 こうした 法制度外 の 解決可能性 や 、 著作物 の 市場 や 技術 の 変化 といった さまざま な 要素 を 考慮 し	つつ	、 著作物 の 適切 な 保護 と 利用 を 実現 する ため の 法制度 の 在り方 を 追求 し て いく 作業 と いう こと が できる と 思い ます 。	こうした法制度外の解決可能性や、著作物の市場や技術の変化といったさまざまな要素を考慮し	、著作物の適切な保護と利用を実現するための法制度の在り方を追求していく	synchronous	0	0	0	0	0	0	0
65	287_fiction_automatic-1	朝田ハルキ は 目の玉 が 飛び出し そう に なり	つつ	、 あまり に も 一瞬 の 出来事 すぎ て どう にも 出来 なかっ た 。	目の玉が飛び出しそうになり	、あまりにも一瞬の出来事すぎてどうにも出来なかった。	synchronous	0	1	0	0	0	0	0
